COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
SARDHA,,,,34.5,83.1,72.3,62.6,,,,,,252.5
M.GINGER,36.6,1075.9,1797.7,1515.0,619.6,26.0,33.1,,34.4,13.3,,15.1,5166.7
ONION,,,,,,1136.7,806.5,,,,,,1943.2
TOTAL,4023.0,5557.0,6093.5,5660.7,1815.8,3062.6,3254.1,2779.8,2947.6,2490.4,1829.1,2484.4,41998.0
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
POTATO,41606.8,32507.2,28105.9,34665.0,36985.0,36830.7,41869.5,46840.1,44871.1,40238.6,33480.1,36283.0,454283.0
AMLA,402.9,113.4,102.5,179.9,224.8,269.2,1006.0,1293.2,1743.2,1230.8,817.0,649.3,8032.2
ARVI,1067.2,5761.2,6183.9,4358.6,3094.6,2594.8,931.8,290.6,148.5,159.9,217.4,279.5,25088.0
ARVI LEAES,,,2.1,10.0,2.9,0.1,,,,,,,15.1
AMRAH,,12.6,,10.3,40.9,9.2,0.4,,,,,,73.4
BRINJAL,3045.8,1883.3,1535.7,2136.0,2877.4,2881.9,1717.5,2154.1,1749.7,1749.0,2664.2,4090.8,28485.4
LADY FINGER,3945.4,3643.0,2643.4,2638.0,1870.6,1506.2,1210.2,478.8,1008.2,2303.0,3858.1,5043.7,30148.6
BATHUA,13.8,1.0,16.8,,2.4,24.2,8.8,57.3,263.4,243.1,139.1,49.3,819.2
BEEN,1782.4,1123.8,805.0,1548.0,1302.9,1016.1,840.4,808.7,560.4,2025.3,3842.9,2393.1,18049.0
BAKLA,3.1,0.1,0.3,,4.7,1.0,5.5,1.5,0.8,1.8,20.5,135.6,174.9
BROKLI,128.1,54.3,16.2,12.0,7.1,10.3,16.1,51.4,78.2,71.9,60.2,64.9,570.7
CABBAGE,2545.3,3374.8,5231.7,5388.9,4218.7,5420.2,4685.8,7419.6,4889.2,3783.3,2431.9,2343.9,51733.3
CHUKANDAR,335.2,396.6,213.1,313.2,384.2,347.3,354.2,410.4,653.4,553.9,641.9,403.4,5006.8
CHHOLIA PLANT,500.5,,,,,,,,0.9,0.1,41.6,1071.3,1614.4
CHHOLIA DANA,86.9,,0.3,,0.1,1.2,,13.3,213.0,372.5,424.3,404.2,1515.8
CHHOLIA LEAVES,9.3,,,,,,0.1,,0.6,0.3,,2.6,12.9
CHOLAI,64.3,75.9,79.7,72.8,46.5,43.0,18.6,12.5,13.8,18.2,28.7,9.0,483.0
CHONGA,,,,,,,,,,,,,0.0
CHIRCHINDA,9.6,6.5,9.5,41.9,65.2,59.0,10.2,3.7,0.3,2.2,3.2,1.4,212.7
CUCUMBER,7508.9,9647.7,6366.1,4437.6,4904.1,4432.6,6851.2,5909.3,4538.5,5497.0,6808.3,7287.9,74189.2
M.CHILLI,11469.8,5143.7,4058.7,4388.3,3654.1,5895.1,8981.2,11186.4,13645.3,17073.0,15799.2,18743.9,120038.7
CARROTS,3171.5,2370.6,1479.2,1901.7,1989.9,2297.7,2254.8,10913.8,23769.1,19756.2,9986.1,4807.9,84698.5
CARROTS (B),5.9,,7.9,2.4,,2.0,1.0,3.0,28.3,34.6,51.8,84.9,221.8
CAULIFLOWER,3375.8,5399.7,5152.4,4600.5,4403.9,6316.9,5474.3,4458.6,5352.2,5487.3,4757.3,5302.7,60081.6
G.GOBHI,0.5,3.5,2.3,,,2.2,6.8,14.7,16.3,21.7,33.9,12.4,114.3
GARLIC (G),0.1,,,,,1.0,,,1.0,7.2,1.6,2.1,13.0
GARLIC,4917.8,3129.9,2893.2,3090.8,3005.4,3510.4,3519.9,2877.4,3322.2,4494.8,4552.4,8107.4,47421.6
M.GINGER,3571.4,3296.3,2755.5,2705.2,2980.9,4154.9,7967.1,11484.5,12380.1,11794.9,8802.3,7237.3,79130.4
GALGAL,12.9,,,,,9.1,97.0,240.8,80.0,22.9,5.6,3.2,471.5
GAWAR,169.8,341.3,236.7,301.2,360.5,1303.2,260.1,178.2,30.3,7.6,35.8,124.5,3349.2
G.CORRINDER,1029.4,1295.2,1180.0,895.7,873.3,617.6,733.8,1119.7,1294.9,1584.7,1533.2,1913.0,14070.5
GARMA,,,0.4,1.6,0.4,17.7,,,,,,,20.1
GOURD,7261.2,2936.6,2944.4,2899.4,1959.5,2836.2,1724.4,2359.4,2033.1,3151.5,3488.6,7246.6,40840.9
JIMIKAND,272.7,111.6,67.7,501.4,1070.7,1079.9,1703.0,1077.8,753.7,548.2,441.2,288.7,7916.6
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
YAM POTATO,4.1,2.0,8.0,136.5,224.3,141.6,26.0,14.3,5.7,15.7,6.8,8.9,593.9
KACHNAR,0.2,26.3,,1.6,,0.7,,,,,,1.7,30.5
KACHALU,47.9,22.3,16.6,78.0,93.7,155.6,96.6,50.9,43.5,34.2,30.1,8.0,677.4
B.GOURD,1851.8,2286.4,2222.0,2785.0,1825.6,1249.7,865.9,604.8,391.8,521.0,710.6,949.7,16264.3
KATHAL,3616.6,3318.4,2121.3,798.2,184.2,10.6,25.7,791.8,1524.7,2643.8,3464.3,4581.5,23081.1
KACHRI,,,69.6,205.6,6.2,29.8,34.6,5.0,,,,0.1,350.9
KAKRI,609.4,378.1,54.9,1.7,13.1,2.6,,0.2,1.4,7.2,6.5,214.1,1289.2
KAMALKAKRI,99.5,149.1,275.7,392.0,404.6,396.8,212.4,160.4,122.8,91.2,124.1,53.9,2482.5
KAMRACK,0.3,0.1,,1.1,3.7,14.5,9.8,15.0,7.1,8.9,6.8,11.1,78.4
KULFA,3.1,2.5,5.5,6.7,,9.9,0.5,,,,,1.8,30.0
KARONDA,,4.9,6.1,32.0,93.2,14.1,5.1,0.5,0.1,,,,156.0
KUNDRU,952.9,1328.8,1693.6,3094.9,4618.3,2466.1,937.4,363.4,19.3,17.9,24.9,169.8,15687.3
KHATTA,1.7,,2.9,5.1,18.1,6.4,3.7,2.0,8.1,19.0,1.4,21.7,90.1
KASERU,,,,1.0,,1.4,0.9,,1.5,,,,4.8
KAKORA,9.7,14.1,38.3,117.0,177.5,101.2,53.6,7.8,,0.2,31.5,9.1,560.0
G.LOBHIYA,1.9,115.7,173.0,150.7,165.1,142.7,56.3,23.0,3.4,,,0.9,832.7
LEHSUA,9.5,33.0,1.0,0.4,,,,,,,,,43.9
LEMON,7808.4,9912.8,9219.9,7947.1,6434.4,4352.4,4412.5,4958.0,4180.2,3728.6,3511.5,5180.5,71646.3
LANKU,,,0.4,,,,0.1,0.1,,,,,0.6
MINT,268.6,257.9,165.8,94.6,45.1,41.2,38.1,47.3,61.3,78.6,93.9,200.5,1392.9
METHI,95.4,12.2,0.2,,0.2,12.4,128.1,434.6,583.8,472.1,334.7,226.4,2300.1
MONGRA,,323.4,,,,2.1,16.5,37.2,57.2,28.2,18.8,2.6,486.0
MANGO KERI,1868.9,3952.9,6012.7,1139.7,71.3,38.6,35.8,40.8,12.9,25.0,55.1,243.2,13496.9
MUSHROOM,75.2,55.1,68.9,64.8,49.3,58.8,63.4,352.2,564.2,511.0,412.3,217.6,2492.8
G.ONION,91.5,41.8,37.7,4.9,0.3,48.0,331.9,613.9,419.7,190.9,171.0,198.2,2149.8
ONION,35076.7,37922.3,32077.4,29383.7,23774.8,22852.2,24283.6,29863.4,29935.1,26077.6,27129.8,31466.6,349843.2
PEAS,2359.0,2038.9,1652.1,1539.5,1991.1,630.6,1023.5,3452.1,7074.5,9897.9,5675.9,6055.5,43390.6
PERMAL,3121.1,3709.3,2953.9,4015.6,3721.3,2438.9,1917.6,198.7,12.0,21.2,12.2,571.2,22693.0
PHUEE,12.4,30.3,20.9,7.4,3.7,2.8,1.7,4.1,0.9,,0.4,1.1,85.7
PUMPKIN,5102.6,1833.8,2740.8,3531.6,3657.3,4156.9,2504.3,1676.4,1220.7,1965.6,2349.7,3516.1,34255.8
S.PETHA,82.4,96.8,75.1,137.7,174.8,135.6,225.1,116.4,83.6,55.5,107.4,142.3,1432.7
SPINACH,937.8,801.9,660.7,844.1,892.5,1248.2,1495.0,1568.8,1161.6,981.3,857.6,1041.0,12490.5
RADISH,1697.1,1431.0,1090.3,457.8,691.1,2366.4,4126.5,3779.0,2536.6,1880.5,1764.8,2073.0,23894.1
CAPSICUM,2588.5,1960.7,1810.7,1564.0,1747.8,2693.2,3127.4,3392.1,3101.3,3909.6,3147.6,5266.4,34309.3
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
SALAD,32.2,15.8,19.5,21.1,19.5,16.1,12.2,15.1,28.2,28.8,24.5,18.9,251.9
SAIM,170.9,18.2,2.5,11.6,20.8,69.6,422.5,653.3,988.8,1161.6,1197.1,248.0,4964.9
SARSON,11.4,4.0,0.2,2.4,17.4,188.6,253.7,802.1,436.9,303.7,276.5,48.0,2344.9
SINGRA,,,,,0.1,13.7,,0.1,7.4,10.7,10.1,1.0,43.1
SINGHI,324.9,68.8,36.8,55.5,65.8,77.5,27.4,15.2,15.4,5.2,12.4,97.1,802.0
SINGRI,7.1,8.7,1.0,,0.3,,0.8,2.6,1.8,0.7,0.4,1.3,24.7
SWANJANA,29.0,5.5,,,,,,15.0,247.8,194.6,135.7,20.4,648.0
SOYA,,0.6,,,,2.9,7.2,10.9,13.9,8.2,5.6,2.8,52.1
S.POTATO,110.9,8.8,6.2,131.6,81.6,276.7,3202.8,4914.0,5894.4,4625.6,2049.9,235.8,21538.3
TOMATO,14523.8,10560.6,11724.3,9214.5,14714.2,12244.0,13640.2,11529.0,13660.1,22057.9,18407.3,27799.2,180075.1
TINDA,446.2,1599.3,1841.1,716.7,364.0,376.4,62.4,49.9,21.5,19.7,4.1,50.5,5551.8
TINDA.C,112.6,7.4,0.4,0.3,,,0.5,3.5,10.5,12.5,64.3,276.9,488.9
TORI,529.5,1718.9,1405.6,1233.9,1440.5,1331.0,813.7,300.4,68.3,65.4,71.2,120.7,9099.1
TURNIP,5.6,2.7,,2.2,0.6,11.4,52.2,377.4,695.6,766.2,513.1,225.8,2652.8
TEET,,11.5,8.6,6.0,1.2,1.9,0.6,,,,,12.6,42.4
BABYCORN,39.4,54.8,36.7,43.9,41.5,30.7,35.5,55.0,40.0,49.0,38.2,51.8,516.5
G.TURMERIC,2.2,,4.0,2.9,0.5,0.8,,6.9,19.1,63.0,16.9,14.8,131.1
JUGNI,47.9,9.6,2.0,3.9,3.5,2.8,2.7,107.4,214.4,177.4,148.1,317.7,1037.4
R.BANANA,229.0,163.1,170.2,233.0,441.8,471.6,314.3,176.9,121.7,122.5,136.3,240.0,2820.4
M.GREEN,350.1,837.1,3243.7,4778.2,3203.3,2111.8,754.5,244.9,345.2,386.6,627.7,695.5,17578.6
TOTAL,183681.2,169788.0,155869.4,152098.1,147829.9,146540.4,157912.5,183512.6,199405.7,205477.5,178757.5,207300.8,2088173.6
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
ALMOND,17.5,810.9,1130.2,163.7,13.8,135.3,64.3,13.5,,,,,2349.2
APPLE,7072.4,4572.7,3166.8,59964.8,112125.9,145368.7,148728.2,105090.2,71754.6,41723.5,21118.2,9150.0,729836.0
APRICOT,,242.1,101.3,29.4,0.5,,1.1,,0.3,,0.8,15.0,390.5
GUAVA,70.8,41.3,36.9,226.9,1406.3,1756.4,1648.7,4744.3,6434.0,4277.3,1046.9,378.7,22068.5
POMRGRANATE,5221.5,5220.1,4397.6,7768.7,8547.5,7697.7,7023.6,5642.8,4415.6,3420.6,3763.6,4928.5,68047.8
BANANA,11606.1,7921.5,6942.5,8416.9,11876.9,9210.9,9392.1,4485.5,3224.8,2787.6,2971.3,5982.2,84818.3
B.GOSHA,,3.0,703.4,8853.4,3841.5,823.6,,1.8,,0.3,,0.2,14227.2
BELGIRI,754.7,851.5,293.8,11.9,,,,,1.9,,8.5,215.5,2137.8
BER,6.0,,,6.9,0.7,,12.8,,17.0,1278.0,2776.2,319.6,4417.2
BER(RED),5.1,4.8,1.7,8.1,8.8,15.0,33.2,138.4,113.3,45.0,36.7,28.1,438.2
CHERRY,7.8,377.6,1010.7,219.1,2.5,1.1,16.0,17.1,5.6,8.3,2.4,0.1,1668.3
COCONUT,5458.2,3455.0,3461.9,3772.2,4469.5,6095.0,5564.3,2468.0,1685.0,1786.2,2322.7,5703.5,46241.5
G.COCONUT,7055.5,7652.8,5693.5,6173.2,6125.2,12592.5,14593.7,7391.5,4327.8,3023.1,4610.7,8937.3,88176.8
CHAKOTRA,0.1,,,,10.4,31.9,43.8,228.7,0.9,,,3.2,319.0
C.APPLE,,,,3.2,114.5,73.7,698.1,491.7,63.6,,,2.7,1447.5
SAPOTA,7606.3,5690.0,2350.4,381.1,706.8,1095.9,1330.4,3234.9,7735.8,7273.3,6541.8,10972.2,54918.9
DATE,387.2,558.2,1074.4,1458.1,112.1,44.0,627.1,1033.3,2010.8,1084.1,365.5,422.5,9177.3
FALSA,15.5,234.2,88.1,,,,2.1,,,,4.0,,343.9
GRAPES,8114.6,2084.5,116.2,117.5,165.6,141.5,491.7,1339.0,1299.3,5035.9,10015.3,11837.8,40758.9
GRAY FRUIT,,,,,,,,7.1,,,,,7.1
JAMUN,91.9,162.2,1454.8,1759.2,54.4,0.1,,3.0,,,,4.8,3530.4
JAPANI PHAL,,,,,,0.9,7.7,0.7,,,,,9.3
KHIRNI,,,,,,15.2,2.1,,0.1,,0.2,,17.6
KINNOO,75.6,,,,4.3,229.4,8610.4,11650.1,23488.2,26646.0,16049.0,3115.9,89868.9
KIWI,168.6,113.2,78.1,97.5,103.6,192.7,278.5,231.0,210.3,258.5,259.9,263.7,2255.6
LOQUATE,210.2,8.0,,,,1.0,3.0,,,,,15.0,237.2
LITCHI,6.6,5053.5,7083.6,839.9,3.8,4.8,6.6,22.2,15.0,10.7,12.3,6.7,13065.7
MALTA,11.6,33.9,11.1,58.2,3.2,22.8,818.6,444.0,3.7,6.0,0.2,0.9,1414.2
MITHA,,,,3.1,48.5,75.4,31.1,,,,,,158.1
MANGO,26760.8,45677.2,60762.2,55260.0,9109.1,399.2,203.3,140.8,107.9,149.8,362.4,2174.2,201106.9
MANGO ST,4.3,6.1,8.4,5.2,262.7,776.4,5.4,5.0,4.2,3.0,3.6,11.8,1096.1
MELON,11480.8,10932.9,15324.3,1576.6,1350.6,1483.6,1385.6,1910.9,1545.8,2477.3,3011.5,2264.2,54744.1
MULBERRY,2.1,0.1,,,,4.2,,,,,,,6.4
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
MOSAMBI,23519.3,25674.8,21116.9,28297.6,32954.9,37083.3,14113.3,2699.1,2932.7,2870.2,6514.7,21260.1,219036.9
NAKH,312.7,284.0,226.0,231.0,78.7,1191.0,414.7,146.6,125.3,111.9,120.1,26.3,3268.3
ORANGE,7548.9,637.2,220.8,190.1,65.3,1887.4,10853.7,9831.3,7422.1,4442.0,11779.2,14497.8,69375.8
PEARS,228.8,209.8,326.5,8153.3,5327.6,292.4,451.2,396.2,172.5,334.7,295.7,322.6,16511.3
PEACH,340.8,1787.4,2840.1,1544.6,9.7,,3.0,1.2,0.3,4.6,0.4,,6532.1
PAPAYA,7341.1,4313.6,3564.6,6016.2,4699.9,4794.5,3269.4,3428.3,4548.2,4906.4,5717.9,7867.7,60467.8
PINE APPLE,5361.8,6167.8,3859.2,4992.3,3576.6,3848.0,4131.9,3664.5,2380.7,2569.0,3140.1,3497.3,47189.2
PLUM,28.6,871.0,7451.1,6852.6,217.7,30.1,40.9,48.5,35.5,25.7,19.8,19.3,15640.8
RASBERRY,12.1,,,,,,0.4,,0.8,74.2,352.5,271.5,711.5
SUGARCANE,1608.6,1964.6,1062.2,723.4,535.5,442.8,535.2,626.1,335.6,271.0,518.2,1175.8,9799.0
STRAWBERRY,84.1,7.2,,,,0.2,0.6,4.8,25.9,93.4,268.6,324.3,809.1
SARDA,,,,34.5,99.7,81.3,193.5,317.1,330.3,311.7,317.4,288.2,1973.7
WATER C.N.,,,,0.9,,1158.2,7078.6,3319.2,152.4,,1.2,0.5,11711.0
WATERMELON,16153.3,24625.0,10372.4,5815.4,1989.8,2094.5,2853.1,3906.8,2388.2,3470.0,4797.4,5991.7,84457.6
WALLNUT,,,10.5,38.4,,,,,,,,,48.9
ASPERAGUS,4.9,5.6,2.8,7.4,1.6,2.6,3.0,3.0,1.6,3.4,1.5,1.9,39.3
IMLI,2.8,15.9,10.7,25.9,9.0,0.1,32.4,35.4,32.9,53.6,37.4,26.2,282.3
SHANDONG,16.9,6.2,17.7,5.3,0.1,,45.0,46.4,12.8,51.0,25.6,24.7,251.7
YAPEAR,5.7,1.4,13.3,,,,7.3,2.1,2.6,5.6,15.1,,53.1
DRAGAN,0.1,,,,0.1,,0.6,1.9,1.4,5.5,7.7,3.8,21.1
LAMBODANA,4.9,16.9,5.3,7.5,5.6,3.7,8.3,8.6,4.2,6.0,9.4,6.1,86.5
FIG,,,,,,,,,0.2,1.6,,4.4,6.2
TOTAL,154787.2,168295.7,166392.0,220111.2,210040.5,241199.0,245659.6,179222.6,149371.7,120906.0,109223.6,122364.5,2087573.6
