COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
B.GOURD,2188.7,2972.1,2594.3,1550.0,930.9,1154.6,684.1,407.2,284.7,540.6,743.1,1655.0,15705.3
KATHAL,4907.7,4171.2,2696.4,1232.9,539.7,52.8,110.4,868.6,1745.2,3062.7,4253.2,5072.1,28712.9
KACHRI,2.2,41.4,397.0,46.3,0.8,140.2,73.4,11.7,0.7,,,2.8,716.5
KAKRI,529.5,231.8,38.8,22.5,23.6,1.6,,2.6,2.6,12.9,29.0,502.0,1396.9
KAMALKAKRI,165.2,260.7,559.9,677.7,665.5,413.9,286.4,222.7,155.8,127.1,170.3,124.9,3830.1
KAMRACK,3.1,0.9,0.1,0.2,2.5,7.0,4.2,9.7,9.3,8.9,8.6,5.6,60.1
KULFA,0.7,3.2,0.3,,1.7,2.2,,0.1,,,,0.2,8.4
KARONDA,,0.1,13.5,44.0,94.1,15.6,1.2,2.1,,0.6,5.2,1.0,177.4
KUNDRU,988.8,1554.5,2706.4,2996.2,3041.0,2333.1,944.6,425.5,75.7,62.2,69.7,314.9,15512.6
KHATTA,9.9,2.7,12.3,13.4,8.2,8.7,13.3,,,18.6,0.9,0.8,88.8
KASERU,0.9,0.6,6.3,2.5,,0.2,,,,0.1,,,10.6
KAKORA,,9.9,38.0,36.3,50.0,83.6,35.9,3.5,0.8,12.0,,,270.0
G.LOBHIYA,13.5,215.7,245.9,97.8,81.3,101.8,175.6,45.0,4.2,0.1,,1.2,982.1
LEHSUA,15.3,44.8,0.7,,2.5,0.6,,,,,,,63.9
LEMON,9396.7,12412.0,9427.6,6978.9,5963.4,4658.9,5064.9,5003.5,4690.0,5447.3,4725.8,5769.3,79538.3
LANKU,1.3,,0.1,,,,0.3,,,1.6,10.7,5.3,19.3
MINT,178.3,162.7,105.0,74.7,58.3,46.7,45.8,44.3,32.8,46.4,79.3,135.7,1010.0
METHI,55.5,9.6,1.0,0.5,0.1,6.9,169.8,518.1,655.9,443.6,311.4,146.2,2318.6
MONGRA,,,,,,1.0,19.4,61.6,34.5,17.0,12.1,1.4,147.0
MANGO KERI,1635.6,5894.3,5073.9,712.0,6.4,3.8,13.8,11.8,22.5,57.0,86.5,329.7,13847.3
MUSHROOM,93.4,77.3,94.7,175.7,187.2,229.2,267.2,346.9,373.1,317.8,308.2,384.5,2855.2
G.ONION,91.4,84.6,27.6,37.6,124.6,311.6,610.9,696.5,455.3,439.0,317.9,205.5,3402.5
ONION,29843.4,30877.5,30475.1,29434.4,30835.3,28684.6,30700.6,32548.3,29013.4,27243.5,29956.2,32709.3,362321.6
PEAS,1640.9,1335.0,1043.0,1044.1,1186.6,500.3,1120.2,2947.3,11029.3,10613.2,7834.8,6304.4,46599.1
PERMAL,2946.4,3173.4,3872.6,3409.3,2675.2,1816.3,1391.7,781.9,234.3,0.3,17.4,1130.2,21449.0
PHUEE,10.5,14.9,16.6,10.9,9.8,11.2,6.4,10.1,13.4,10.8,6.9,6.7,128.2
PUMPKIN,4238.3,2117.1,3236.7,4405.6,4215.3,3158.7,2658.4,1646.6,1704.0,2537.5,3022.4,5054.0,37994.6
S.PETHA,64.5,5.5,52.6,126.4,113.7,87.7,99.8,81.5,38.0,38.8,49.7,95.3,853.5
SPINACH,808.7,725.3,886.4,898.7,1236.3,1254.4,1437.4,1545.6,1321.3,1052.9,947.2,983.0,13097.2
RADISH,1273.3,880.6,922.8,866.0,1199.7,3387.1,3050.1,2767.1,2329.5,1814.4,1734.5,2195.8,22420.9
CAPSICUM,2211.1,2595.1,1763.5,2004.4,3365.8,6601.3,5530.9,4412.0,3920.3,3697.6,4112.1,4117.3,44331.4
SALAD,76.4,46.5,32.1,41.3,33.8,35.0,19.6,41.8,43.4,35.8,43.2,69.7,518.6
SAIM,465.0,5.6,0.7,,7.8,106.8,265.3,788.9,686.4,832.1,645.5,429.8,4233.9
SARSON,4.5,2.5,0.1,2.1,10.6,126.5,292.8,364.5,354.6,310.8,138.7,94.3,1702.0
SINGRA,,,,,,4.4,3.1,6.0,0.5,0.9,0.6,2.2,17.7
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
SINGHI,290.0,70.6,59.6,91.3,98.1,88.6,83.9,36.5,66.6,86.6,218.8,441.8,1632.4
SINGRI,0.7,,,,,0.8,0.5,9.5,1.4,0.1,0.3,1.9,15.2
SWANPHALI,3.9,,0.6,,,,,0.3,25.1,1.8,1.0,9.6,42.3
SWANPLANT,,,,,,,,14.7,243.7,275.2,97.6,1.6,632.8
SWANFLOWER,1.4,,,,,,,3.7,11.9,,5.6,0.4,23.0
SOYA,,,,,,0.6,4.1,10.1,11.6,11.0,12.9,1.6,51.9
S.POTATO,151.9,24.5,83.5,46.7,36.3,627.3,4718.1,6079.0,6524.1,5361.4,1438.5,187.7,25279.0
TOMATO,16108.3,16664.4,10716.0,12274.2,16598.3,13315.6,17222.6,15236.2,15658.5,17510.7,16776.5,19649.6,187730.9
TINDA,507.3,1308.8,1232.8,567.8,460.2,774.2,253.4,79.2,15.4,10.5,51.5,121.3,5382.4
TINDA.C,137.8,0.3,,,,,,8.2,35.0,46.3,236.4,193.7,657.7
TORI,544.1,1388.3,1515.2,1114.9,1203.4,1377.7,807.7,240.0,128.0,140.8,156.6,245.1,8861.8
TURNIP,2.2,,,0.1,2.2,9.5,34.2,574.2,730.7,527.6,339.8,109.1,2329.6
TEET,33.5,57.9,24.1,0.9,,,,8.3,,,,0.7,125.4
BABYCORN,26.5,30.0,25.3,48.1,34.0,27.7,14.1,9.8,25.7,11.7,16.8,25.2,294.9
G.TURMERIC,7.5,4.2,0.5,0.2,5.3,14.1,26.4,81.5,74.0,94.2,60.7,22.5,391.1
JUGNI,23.2,7.7,0.2,8.0,6.5,0.6,6.4,193.2,269.1,191.4,411.6,407.7,1525.6
R.BANANA,600.8,410.5,473.9,997.9,827.8,569.9,439.6,232.4,149.0,180.1,378.3,445.2,5705.4
M.GREEN,387.1,2123.2,4573.5,4139.0,3376.3,1649.2,521.7,530.9,693.5,657.5,836.0,922.7,20410.6
ICEBERG,4.3,0.1,,7.1,12.4,10.7,2.0,1.8,1.6,,,0.8,40.8
SWEET SAAG,,,,,,,,,,,,,0.0
LEMON GRASS,,,,,,,,,,0.5,0.8,0.7,2.0
C.TOMATO,15.0,,,,,,,,,,,,15.0
TOTAL,179217.5,181517.0,169815.1,157916.8,164525.7,163627.3,173251.5,197689.0,204718.9,209942.1,202717.8,218166.7,2223105.4
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
ALMOND,,320.7,301.7,3.0,,,,,,,,,625.4
APPLE,16730.2,9658.1,5160.9,24342.9,68509.1,141004.1,140751.3,77362.5,43834.1,23630.7,19698.6,15672.9,586355.4
APRICOT,,171.6,7.1,0.6,,,,,0.8,,,,180.1
GUAVA,188.3,150.2,107.3,325.2,1699.9,1682.3,2336.9,3504.5,8317.7,7268.7,2395.2,513.7,28489.9
POMRGRANATE,13772.4,8450.5,6939.9,8667.1,10212.2,9390.9,8447.4,6860.6,11643.3,10830.3,8152.1,10335.0,113701.7
BANANA,7324.3,7234.3,6433.7,4309.3,4798.3,6889.9,8309.3,4361.3,2629.4,2046.7,2843.2,3421.8,60601.5
B.GOSHA,,,142.2,3272.6,4092.8,13.9,9.0,8.0,2.6,4.9,0.1,15.3,7561.4
BELGIRI,1375.2,1407.3,371.5,3.6,,,,,,,16.8,419.3,3593.7
BER,,,,12.8,0.3,,13.9,31.2,544.4,3102.4,3426.9,355.6,7487.5
BER(RED),,39.4,,,1.6,,17.9,165.8,179.3,186.4,64.6,27.2,682.2
CHERRY,15.6,375.7,520.6,13.8,6.3,,5.0,11.6,8.7,9.1,7.4,0.3,974.1
COCONUT,4430.6,3245.3,3818.3,4161.2,6169.0,8338.0,5534.6,2363.2,1979.4,1978.2,2924.5,5486.5,50428.8
G.COCONUT,17339.5,16719.7,12890.6,11997.9,17682.1,33981.1,21336.1,9101.2,4381.8,3856.7,6728.7,11217.9,167233.3
CHAKOTRA,,0.6,,,14.3,27.2,40.0,257.4,,,,0.7,340.2
C.APPLE,15.0,,,3.2,33.7,104.7,586.6,733.2,40.1,0.4,,,1516.9
SAPOTA,5947.0,4322.7,1375.3,805.4,1119.2,1454.5,899.5,916.4,9519.5,7586.5,6992.8,10167.8,51106.6
DATE,763.2,2177.8,1441.8,142.9,269.0,325.5,730.5,1606.0,1823.3,1608.9,890.6,763.6,12543.1
FALSA,25.0,257.6,17.4,,,,,,,,,,300.0
GRAPES,6125.8,1023.3,106.5,111.4,102.9,181.0,544.1,1415.0,1436.4,5778.2,11582.3,13514.5,41921.4
GRAY FRUIT,,,,,,,,,,1.6,,,1.6
JAMUN,41.3,42.2,1454.0,1759.1,6.4,,4.0,,,0.8,,25.6,3333.4
JAPANI PHAL,,,,,,,3.4,0.7,,,,,4.1
KHIRNI,,,,,,,,,,,,,0.0
KINNOO,270.2,,,,143.3,7378.2,10251.9,9032.1,16372.2,20587.0,13487.3,1809.1,79331.3
KIWI,472.6,333.8,291.0,385.1,592.6,1340.5,1371.7,1019.3,516.9,466.5,615.8,591.0,7996.8
LOQUATE,107.0,,,,,,,,,,,53.0,160.0
LITCHI,21.1,5548.4,5272.0,86.0,0.9,,1.5,0.5,0.3,3.6,1.3,0.6,10936.2
MALTA,121.8,92.9,276.4,270.8,210.5,664.4,857.6,193.1,6.8,34.6,29.7,79.4,2838.0
MITHA,,,,12.2,100.8,153.4,34.3,,,,,,300.7
MANGO,18340.5,35279.4,68029.4,61772.9,10554.9,2355.3,416.4,156.7,131.6,257.3,1246.0,7367.5,205907.9
MANGO ST,21.2,38.1,26.2,1.4,1.2,2.9,1.3,1.1,0.7,0.5,0.4,16.7,111.7
MELON,9774.7,20728.6,10357.7,1625.8,1443.0,1615.6,1177.0,2577.6,1821.3,1915.1,2209.9,2669.7,57916.0
MULBERRY,2.4,,,,,,,,,,,1.1,3.5
MOSAMBI,15454.8,14327.0,18042.9,32381.5,40080.8,23983.2,9937.7,2213.3,1356.1,2128.0,6746.9,19082.9,185735.1
NAKH,105.0,54.1,130.1,247.4,142.7,267.7,184.8,108.7,65.2,144.8,89.9,177.5,1717.9
ORANGE,2141.5,444.8,234.7,256.8,217.7,2558.2,7354.6,6888.5,5421.3,3970.5,17227.5,30846.2,77562.3
COMMODITY,APRIL,MAY,JUNE,JULY,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,TOTAL
PEARS,439.2,373.3,441.9,8656.1,8518.0,1474.5,738.7,641.3,425.4,518.5,363.2,469.3,23059.4
PEACH,229.4,1312.8,2470.2,1075.2,77.5,1.7,2.7,,,,1.9,,5171.4
PAPAYA,7985.2,4936.0,4466.0,5114.7,5610.6,5965.4,4795.1,4332.6,5479.8,7379.8,8836.4,9441.9,74343.5
PINE APPLE,6519.0,5373.4,5719.4,5312.2,4222.8,5007.9,4961.8,4431.1,3000.0,3024.4,4013.4,4109.6,55695.0
PLUM,36.7,720.4,4169.1,2662.4,274.2,37.8,81.7,74.9,40.9,13.5,27.1,12.5,8151.2
RASBERRY,5.0,,,,,,,,2.0,82.8,308.8,361.9,760.5
SUGARCANE,2438.9,2517.9,2041.6,1246.5,803.3,725.8,761.3,768.3,330.7,456.9,936.0,1739.4,14766.6
STRAWBERRY,24.1,1.5,,,1.2,,,3.6,62.6,256.9,414.0,589.7,1353.6
SARDA,439.3,86.0,58.6,432.5,131.7,170.0,79.9,91.4,249.2,93.9,128.0,109.0,2069.5
WATER C.N.,,,,,2.2,1067.5,4912.4,3146.3,210.7,,,2.0,9341.1
WATERMELON,23674.8,29037.3,14542.5,6366.3,2479.1,3161.2,2925.0,5513.7,2725.0,3968.1,5411.4,8061.5,107865.9
WALLNUT,,,,,,,,,,,,,0.0
ASPERAGUS,1.7,3.8,2.0,6.8,3.1,5.0,2.0,1.9,0.8,3.1,4.1,7.6,41.9
IMLI,21.0,2.0,5.1,2.1,5.2,21.8,16.4,11.2,0.9,8.6,0.6,0.3,95.2
SHANDONG,66.3,28.9,26.9,6.8,,30.0,118.4,104.8,72.2,49.4,84.2,84.6,672.5
YAPEAR,15.3,22.3,,,,4.2,41.9,65.1,28.4,26.1,40.7,28.2,272.2
DRAGAN,109.2,105.5,16.6,17.5,12.8,9.7,29.9,72.5,48.6,104.3,82.8,26.7,636.1
RAMBRITAN,0.7,0.9,,0.2,,0.3,1.4,0.4,,1.1,1.6,0.2,6.8
LAMBODANA,6.2,2.1,2.9,5.0,4.8,4.0,6.5,7.8,3.1,1.1,2.9,6.4,52.8
AVACADA,,,,,,0.8,0.2,,0.2,0.6,2.5,0.3,4.6
FIG,2.6,0.1,0.1,,,,,0.3,4.3,2.6,2.8,1.1,13.9
SNOW PEAS,,,,,,,,,,,,,0.0
ROSEMARY,,,,,,,,,,,,,0.0
THYSAM,,,,,,,,,,,,,0.0
CHERRY TOMATO,,,,,,,,,,,,,0.0
TOTAL,162940.8,176968.3,177712.1,187876.2,190352.0,261400.1,240633.6,150156.7,124718.0,113390.1,128040.9,159684.6,2073873.4
